ID NO,Name,Title,Date,Venue,Region,Oppose/Support,,Party Affiliation,ID,Name,Month,Day,Year,Segment,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
231,Hutchinson,Senator,19-Mar-99,Senate,Kosovo,0,S.Con.Res. 21,Republican,231,Hutchinson,3,19,99,1,756,24.39,26.06,79.76,55.29,14.55,6.75,2.38,4.1,0.13,0.13,0,7.8,8.07,14.55,9.92,0.66,11.11,1.46,3.84,11.24,5.56,0.93,2.12,0.4,0,8.86,0,0,1.72,4.63,4.1,0.4,0,0.26,0,19.31,3.31,1.06,2.38,3.44,2.12,0.53,6.61,2.91,0.26,0.13,0.13,0,0,0,0,0,0,10.45,2.51,4.37,3.97,2.25,3.31,0.26,0.13,0.26,0,0.13,0,0,0,4.1,6.48,0,0.13,0,0,0.4,0,0.4,0,0,11.51
232,Specter,Senator,19-Mar-99,Senate,Kosovo,1,S.Con.Res. 21,Republican,232,Specter,3,19,99,1,995,23.69,30.75,72.36,47.54,8.64,3.42,1.21,1.41,0,0.2,0.6,5.23,8.44,11.86,7.44,2.01,7.34,0.5,3.52,14.57,4.92,1.01,0.8,0.1,0,4.82,0,0,0.9,5.03,2.31,2.71,0.7,1.41,0.1,14.07,2.11,1.11,1.21,1.11,1.01,0.9,4.32,2.21,1.31,0.6,0.3,0.2,0.5,0.2,0.3,0,0,12.56,2.41,6.93,3.22,2.31,2.31,0.1,0.5,0.1,0,0.6,0,0,0,5.23,6.33,0,0.2,0,0,0.2,0,0.3,0,0,12.26
316,Murkowski,Senator,19-Mar-99,Senate,Kosovo,0,S.Con.Res. 21,Republican,316,Murkowski,3,19,99,1,512,20.48,26.95,78.71,51.56,13.48,8.79,2.34,6.25,0,0,0.2,4.69,7.23,11.33,7.42,0.98,7.62,1.37,2.15,14.65,6.25,1.76,1.37,0.39,0,10.94,0,0,1.56,4.69,2.54,1.76,0.39,0.98,0.2,19.14,3.12,0.78,1.95,2.15,1.56,0.78,7.03,3.52,0.98,0.59,0.2,0.2,0.78,0.59,0.2,0,0,14.84,2.34,6.05,6.45,1.76,2.73,0.59,0.2,0.2,0,0.39,0,0.2,0,5.27,7.81,0,0,0,0,0.39,0,0.2,0,0,13.67
317,Bunning,Senator,19-Mar-99,Senate,Kosovo,0,S.Con.Res. 21,Republican,317,Bunning,3,19,99,1,788,16.42,29.82,72.59,49.87,11.04,6.73,1.4,3.3,0.38,0.51,1.14,4.31,4.57,13.58,8.76,1.78,8.63,1.14,4.06,11.68,6.47,2.41,3.05,0.63,0,9.52,0.13,0,0.38,5.46,3.43,1.9,0.51,1.02,0,17.39,2.54,1.4,1.4,3.17,1.4,0.63,5.46,3.43,0.51,0,0.51,0,0,0,0,0,0,11.42,1.65,5.71,3.93,2.54,2.79,0.25,0.51,0.89,0.25,0.13,0,0.13,0,5.33,5.2,0,0,1.27,0,0.51,0,1.9,0,0.13,14.34
245,Hutchison,Senator,22-Mar-99,Senate,Kosovo,0,S.Con.Res. 21,Republican,245,Hutchison,3,22,99,1,3045,17.91,24.17,77.67,54.88,14.45,8.47,2.1,4.96,0.16,0.69,0.56,5.98,7.16,15.83,10.8,1.48,10.94,1.77,4.2,10.11,6.17,2.3,1.61,0.53,0,9.62,0.03,0.03,0.85,4.24,3.09,1.15,0.07,0.82,0.03,20.2,2.2,1.81,2.43,2.2,1.9,0.82,7.22,3.91,1.05,0.26,0.66,0.13,0.23,0.16,0.03,0,0.03,12.68,2.66,6.04,4.14,1.9,2.73,0.16,0,0.36,0.03,0.26,0.03,0.07,0.07,5.42,5.06,0.03,0.07,0.66,0,0.33,0,0.85,0,0.07,12.48
246,Dorgan,Senator,22-Mar-99,Senate,Kosovo,1,S.Con.Res. 21,Democrat,246,Dorgan,3,22,99,1,1021,16.47,29.68,76.69,52.5,13.52,7.25,4.8,1.47,0.29,0.69,0,6.27,7.25,12.54,9.21,3.04,6.95,1.57,4.51,12.63,4.51,0.98,1.96,0.2,0,9.3,0.1,0.2,1.37,3.82,2.35,1.18,0.2,0.39,0,15.28,2.25,0.78,1.67,2.35,2.06,1.37,3.43,2.25,1.96,0.29,1.27,0.39,0.29,0.1,0.2,0,0,10.68,0.98,5.97,3.33,2.55,1.96,0.1,0.2,0,0,0.2,0.1,0.1,0,6.76,4.7,0.1,0.1,0,0,0.29,0,1.67,0,0,13.61
247,Biden,Senator,22-Mar-99,Senate,Kosovo,1,S.Con.Res. 21,Democrat,247,Biden,3,22,99,1,6935,16.96,28.28,73.61,49.19,11.97,6.66,2.94,1.56,0.36,0.87,0.94,5.31,7.53,13.47,8.55,3.46,6.55,1.07,2.75,11.81,4.99,1.24,1.41,0.79,0.03,8.35,0.07,0.19,0.88,4.21,2.22,1.96,0.22,1.28,0.23,15.6,2.15,2.58,1.53,2.22,1.33,0.91,4.18,2.25,1.2,0.2,0.69,0.27,0.53,0.2,0.29,0.03,0.04,11.03,1.74,5.28,3.92,2.64,2.58,0.3,0.17,0.23,0.22,0.42,0.12,0.12,0.13,6.07,7.27,0.17,0.23,0.39,0,0.62,0,2.05,0.04,0.01,16.9
248,Specter,Senator,22-Mar-99,Senate,Kosovo,1,S.Con.Res. 21,Republican,248,Specter,3,22,99,1,2147,20.45,29.81,72.99,51.84,10.11,5.78,2.84,1.12,0.19,1.44,0.19,4.33,9.32,13.6,8.94,2.75,6.99,1.63,3.77,14.07,5.31,0.98,1.4,0.61,0,7.17,0,0.14,0.37,2.93,1.77,1.16,0.14,0.75,0.09,15.88,2.84,1.96,1.77,2.93,0.84,1.07,3.45,2.28,1.16,0.33,0.75,0.05,0.14,0.05,0.05,0.05,0,9.78,1.54,4.7,3.54,2.1,2.56,0.05,0,0.23,0.05,0.61,0.23,0.09,0.14,4.75,5.87,0.05,0.05,0.42,0,0.51,0,0.56,0,0,12.2
249,Warner,Senator,22-Mar-99,Senate,Kosovo,1,S.Con.Res. 21,Republican,249,Warner,3,22,99,1,1361,21.95,27.33,75.39,51.43,12.71,7.49,3.53,2.65,0.51,0.15,0.66,5.22,8.38,11.09,6.83,1.4,7.27,0.96,2.5,14.77,4.19,0.66,1.76,0.73,0,8.23,0,0.44,1.18,6.1,3.97,2.06,0.22,0.96,0.51,15.28,1.32,1.98,1.98,2.5,1.91,0.44,5,2.06,0.66,0.22,0.37,0.07,0.44,0.22,0.15,0,0.07,14.47,2.79,6.98,4.7,1.84,2.5,0.44,0.29,0.22,0,0.07,0.15,0.07,0.07,5.73,5.8,0.07,0.22,0.44,0,0.07,0,0.44,0,0.15,12.93
400,Roberts,Senator,22-Mar-99,Senate,Kosovo,0,S.Con.Res. 21,Republican,400,Roberts,3,22,99,1,2770,18.1,29.39,74.66,47.47,7.8,3.97,1.48,1.77,0.07,0.32,0.32,3.83,9.42,11.84,7.18,1.7,6.21,1.26,3.07,12.6,5.31,1.73,2.09,0.43,0,6.86,0.32,0.07,0.51,4.33,2.71,1.55,0.25,1.08,0.07,16.93,2.89,2.64,1.7,2.24,1.41,1.52,4.44,2.09,0.9,0.25,0.43,0.25,0.14,0.04,0.11,0,0,12.06,1.62,5.34,4.37,4.4,2.56,0.18,0.07,0.54,0.04,0.43,0.07,0.04,0,6.1,5.99,1.73,0.58,0.94,0,0.25,0,1.7,0,0.22,17.51
286,Inhofe,Senator,23-Mar-99,Senate,Kosovo,0,S.Con.Res. 21,Republican,286,Inhofe,3,23,99,1,1202,19.7,27.45,74.79,48.25,10.23,6.41,1.58,3,0.33,0.25,1.25,3.83,5.32,13.89,9.4,2.25,7.74,1,3.99,11.56,3.99,2.33,2.5,1.33,0,10.73,0,0,1.83,7.4,3.08,4.24,0.67,2.33,0.33,15.81,1.33,1.16,1.41,2,1.66,1.41,5.99,2,1.25,0.33,0.92,0,0.5,0,0.33,0.17,0,13.56,1.83,8.24,3.24,2.5,1.75,0.17,0,0.17,0.33,1.16,0.08,0,0,6.57,6.57,0.5,0.58,0.42,0,0.5,0,2.58,0,0,17.72
287,Nickles,Senator,23-Mar-99,Senate,Kosovo,0,S.Con.Res. 21,Republican,287,Nickles,3,23,99,1,2482,14.02,27.03,76.35,51.93,14.5,9.43,3.59,2.94,0.64,0.89,1.37,5.08,6,15.51,10.8,2.42,8.66,1.97,3.79,10.52,4.43,1.65,2.46,0.36,0,10.07,0,0.64,0.64,6.37,3.75,2.58,0.12,1.49,0.28,16.28,1.85,2.22,2.26,3.14,0.44,0.73,4.67,2.22,1.33,0.2,1.13,0,0.36,0.2,0,0.16,0,11.04,1.89,5.92,2.94,2.74,1.93,0.28,0.04,0,0.04,0.6,0.04,0.12,0,6.97,5.56,0.24,0.24,0.64,0,0.2,0,2.01,0,0,15.87
288,Gorton,Senator,23-Mar-99,Senate,Kosovo,0,S.Con.Res. 21,Republican,288,Gorton,3,23,99,1,723,20.66,24.48,75.66,51.04,10.51,4.43,1.24,2.35,0.28,0.14,0.41,6.09,10.1,9.27,6.22,0.55,5.95,1.24,1.94,15.35,3.18,2.49,2.07,0.55,0,5.67,0,0.28,1.11,5.12,2.63,2.49,0.14,1.52,0.41,16.18,1.8,3.73,1.8,1.66,0.97,0.41,4.56,3.04,0.69,0,0.14,0.55,0.55,0.14,0.41,0,0,11.62,1.52,6.78,3.18,3.46,2.9,0,0.14,1.24,0,1.66,0.28,0,0,4.84,6.78,0.14,0,0.28,0,0.28,0,0.14,0,0,12.45
289,Biden,Senator,23-Mar-99,Senate,Kosovo,1,S.Con.Res. 21,Democrat,289,Biden,3,23,99,1,1590,16.39,23.52,75.16,53.27,14.03,6.73,2.52,2.96,0.38,0.31,0.57,7.3,7.99,14.15,8.68,2.58,8.93,1.19,3.14,13.02,4.91,1.13,2.26,0.57,0,7.74,0.06,0.44,0.88,3.77,2.45,1.32,0.06,0.63,0.25,17.86,2.96,2.52,1.95,2.26,1.64,1.38,5.22,2.52,0.63,0.25,0.31,0,0.5,0.06,0.44,0,0,11.76,1.95,6.67,3.27,1.45,1.64,0.13,0.19,0.13,0.06,0.31,0.19,0.06,0.13,6.1,7.17,0.25,0.31,0.31,0,0.44,0,0.63,0,0,15.22
290,Bunning,Senator,23-Mar-99,Senate,Kosovo,0,S.Con.Res. 21,Republican,290,Bunning,3,23,99,1,879,15.7,21.84,77.02,56.77,11.49,5.46,1.02,2.84,0.68,0,0.91,6.03,7.96,16.04,11.38,2.96,8.08,1.71,2.96,14.33,4.89,1.59,2.96,1.14,0.11,8.08,0,0.11,0.34,4.21,1.93,2.28,0,1.37,0,16.61,1.59,1.93,1.82,2.16,1.59,0.91,5.46,3.07,0.46,0.11,0.23,0.11,0.57,0.34,0,0.23,0.11,11.49,1.93,6.94,2.62,2.05,1.25,0.23,0.23,0.46,0.23,0.68,0.11,0,0.11,5.8,3.75,0.23,0.23,1.48,0,0.46,0,0.23,0,0,12.17
291,Brownback,Senator,23-Mar-99,Senate,Kosovo,0,S.Con.Res. 21,Republican,291,Brownback,3,23,99,1,716,16.27,25.14,78.49,52.79,12.43,6.7,3.07,2.79,0.28,0,0.56,5.73,6.7,15.22,10.34,2.09,10.75,0.98,3.77,12.15,5.59,1.96,1.12,0.42,0,9.78,0,0,1.54,5.87,3.35,2.37,0.14,0.7,0.84,15.5,2.37,0.42,2.37,3.63,0,0.84,5.59,3.91,1.12,0.28,0.84,0,0.84,0,0.7,0.14,0,13.83,1.82,7.96,4.33,1.54,2.23,0,0,0,0,0.28,0.14,0,0,6.28,6.7,0,0,1.4,0,0.42,0,1.68,0,0,16.48
292,Warner,Senator,23-Mar-99,Senate,Kosovo,1,S.Con.Res. 21,Republican,292,Warner,3,23,99,1,816,15.69,25.25,78.8,54.04,15.81,8.21,4.04,2.7,0,0.61,0.86,7.6,7.6,12.01,8.21,2.33,7.48,1.1,2.45,12.87,5.02,1.47,2.08,0.74,0,9.8,0.12,0.61,1.84,3.06,2.45,0.61,0.25,0.25,0.12,16.67,2.94,1.1,2.21,2.57,1.47,1.23,5.15,2.57,1.35,0.25,0.86,0,0.12,0,0,0.12,0,10.42,1.72,5.02,3.19,3.19,2.82,0.49,0.25,0.25,0,0,0.25,0,0,6.13,7.11,0.25,0.12,0.49,0,0.37,0,0.61,0,0,15.07
293,Domenici,Senator,23-Mar-99,Senate,Kosovo,0,S.Con.Res. 21,Republican,293,Domenici,2,23,99,1,1217,14.84,20.3,80.12,58.59,17.01,8.87,2.63,3.37,1.15,0.58,1.15,8.13,7.23,15.78,9.94,1.56,10.35,1.89,3.94,11.67,5.75,3.78,1.07,1.07,0,11.5,0,0,1.23,3.45,1.81,1.64,0.16,0.99,0.08,16.52,2.22,1.81,1.48,2.71,0.82,0.49,4.35,4.6,0.66,0.08,0.58,0,0.08,0,0,0.08,0,11.59,1.81,6.24,3.45,2.3,2.79,0,0.16,0.58,0,0.66,0.25,0.08,0.08,5.09,6.33,0.08,0,2.14,0,0,0,1.56,0,0.16,15.37
426,Specter,Senator,23-Mar-99,Senate,Kosovo,1,S.Con.Res. 21,Republican,426,Specter,3,23,99,1,1265,23,28.62,72.33,48.14,7.67,3.32,1.34,1.42,0,0.32,0.24,4.35,11.7,10.59,7.27,2.29,5.14,1.03,3.08,13.28,3.56,1.11,1.98,0.4,0,5.38,0,0,1.19,3.48,1.98,1.5,0.24,0.79,0,14.23,2.92,2.69,1.26,1.03,0.63,0.63,3.24,1.98,1.5,0.63,0.63,0.24,0.16,0,0.08,0.08,0,11.86,1.26,6.48,3.87,2.69,4.19,0.08,0.16,0.08,0,0.32,0,0,0,4.9,4.9,0,0,0,0,0.24,0,0.63,0,0,10.67
