ID NO,Name,Title,Date,Venue,Region,Oppose/Support,,Party Affiliation,ID,Name,Month,Day,Year,Segment,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
519,Domenici,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,519,Domenici,10,9,2,1,1772,18.85,26.98,79.63,51.19,13.88,7.9,2.54,3.67,0.28,1.07,0.34,5.98,6.55,12.92,8.13,1.75,8.52,1.3,4.12,12.92,5.25,1.35,2.03,0.4,0,9.59,0,0.11,0.9,5.64,2.37,3.16,0.17,2.54,0.06,17.83,3.22,2.2,2.14,2.2,1.81,1.19,4.63,2.37,0.96,0.11,0.62,0.17,0.85,0.4,0.34,0,0.11,10.95,1.69,5.53,3.22,3.16,4.68,0.23,0.17,0.23,0,0.45,0.06,0.06,0,6.15,5.3,0.17,0.06,0.34,0,0.17,0,0.96,0,0.06,13.21
520,Levin,Senator,9-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,520,Levin,10,9,2,1,2817,25.38,31.84,72.77,45.65,10.22,5.04,1.14,3.05,0.18,0.39,0.28,5.18,9.12,10.15,6.53,1.14,6.07,1.56,1.99,11.43,4.69,1.67,1.14,0.25,0,7.14,0.07,0.11,0.11,5.72,2.2,3.51,0.39,1.95,0.82,19.24,2.84,3.44,2.63,2.56,0.99,1.46,4.72,3.62,0.89,0.35,0.53,0,0.18,0.04,0.04,0.11,0,12.14,2.2,6.64,3.12,2.27,2.63,0.14,0.28,0.07,0.11,0.25,0.07,0.07,0.04,6.53,4.9,0.39,0.14,0.25,0,0.67,0,1.67,0.04,0,14.63
521,Stabenow,Senator,9-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,521,Stabenow,10,9,2,1,308,22,34.09,75,44.16,11.36,8.44,3.25,4.22,0,0.97,0,2.92,6.17,11.04,5.52,0.65,9.09,0.97,1.95,13.64,3.9,0.65,1.62,0,0,8.12,0,0.97,0.32,10.06,5.19,4.87,0.97,2.6,0.32,16.23,1.95,1.95,1.3,0.97,2.27,1.3,5.84,1.62,0,0,0,0,0,0,0,0,0,14.29,2.92,9.09,2.92,2.27,2.6,0,0.32,0,0,0,0,0,0,5.19,6.49,0.32,0,0,0,0,0,0.65,0,0,12.66
522,Sarbanes,Senator,9-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,522,Sarbanes,10,9,2,1,2577,18.15,31.16,76.33,49.44,12.07,5.78,1.32,3.73,0.12,0.27,0.35,6.29,8.85,10.28,7.06,1.47,6.71,1.32,2.91,12.88,4.15,1.01,1.59,0.31,0,7.53,0,0.12,0.19,5.67,3.38,2.29,0.27,1.4,0.43,18.04,3.03,2.44,1.86,2.13,1.59,0.85,5.74,2.1,1.05,0.16,0.62,0.16,0.27,0.08,0.19,0,0,11.84,2.21,6.79,2.56,2.48,4.62,0.5,0.12,0.31,0,0.23,0.08,0.04,0.04,5.86,4.7,0.27,0.27,0.74,0,0.5,0,0.31,0,0,12.65
523,Chafee,Senator,9-Oct-02,Senate,Iraq,0,H.J. Res 114,Republican,523,Chafee,10,9,2,1,562,20.07,35.94,67.62,40.75,7.83,4.45,1.78,1.78,0.18,0,0.71,3.38,8.72,7.83,4.8,1.6,5.34,0.89,1.25,12.46,4.45,0.53,1.25,0.53,0,8.36,0,1.07,0.71,7.3,4.09,3.02,0.71,1.6,0.18,13.88,3.02,1.78,1.25,0.89,1.42,1.6,4.98,0.53,1.6,0,1.42,0.18,0.18,0.18,0,0,0,10.32,1.78,6.94,1.78,2.49,2.85,0.36,0.53,0,0.53,0.18,0,0,0.18,7.47,3.56,0,0.18,0,0,0.36,0,4.09,0,0,15.66
524,Hutchinson,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,524,Hutchinson,10,9,2,1,2729,15.33,32.32,72.55,45.22,9.97,5.13,1.17,2.02,0.04,1.21,0.7,4.84,6.82,11.95,8.06,2.57,6.52,0.81,2.64,12.28,3.37,1.06,2.09,0.44,0,7.55,0.18,0.15,1.1,7.29,1.98,5.28,0.95,3.26,0.55,13.37,2.42,1.5,1.03,1.1,1.65,0.88,4.4,1.25,1.06,0.4,0.4,0.18,0.92,0.51,0.18,0.11,0.11,10.85,1.47,5.35,3.74,2.71,2.38,0.22,0.15,0.4,0.11,0.88,0.04,0.11,0,7.7,5.06,0.22,0.04,0.22,0,0.37,0,1.21,0,0.29,15.1
525,Thompson,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,525,Thompson,10,9,2,1,2439,16.26,23.82,79.13,56.21,15.87,8.94,1.35,4.67,0.12,1.56,1.23,6.93,6.31,15.83,10.99,3.9,9.68,1.35,4.02,12.26,5,1.72,1.72,0.45,0,11.56,0.04,0.25,0.62,4.67,1.8,2.83,0.16,1.8,0.21,18.82,2.62,1.44,2.09,2.3,1.85,0.82,6.19,3.08,1.15,0.25,0.82,0.04,0.33,0.25,0.08,0,0,13.28,1.93,5.82,5.25,1.07,1.48,0.12,0.12,0.49,0.08,0.33,0.12,0.04,0.04,5.33,4.72,0.25,0.25,1.15,0,0.21,0,0.78,0,0,12.67
526,Murray,Senator,9-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,526,Murray,10,9,2,1,2384,16.56,29.87,76.97,48.07,12,7.3,1.85,4.49,0.08,0.17,0.71,4.7,7.13,12.21,8.01,1.89,7.59,1.38,2.22,11.95,4.61,1.51,1.68,0.46,0,9.44,0.04,0.08,0.92,6.59,2.39,4.07,0.55,2.56,0.46,17.16,3.4,1.8,1.38,2.1,1.55,0.8,5.79,2.22,0.88,0.38,0.42,0.04,0.17,0.04,0.13,0,0,13.38,1.8,6.71,4.74,3.65,3.27,0.04,0.21,0.59,0.04,0.88,0,0.04,0.21,6.92,5.83,0.21,0.34,0.59,0,0.25,0,1.05,0,0,15.18
527,Enzi,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,527,Enzi,10,9,2,1,2536,15.65,26.85,76.46,50.43,12.11,7.69,0.87,4.69,0,1.66,0.47,4.42,7.89,14.83,9.15,3,7.93,1.18,2.84,11,4.65,1.81,1.97,1.1,0,11.12,0,0.12,0.67,4.81,2.56,2.17,0.16,1.7,0.12,18.93,3.04,1.74,1.81,1.7,1.54,1.34,7.06,2.17,0.67,0.12,0.47,0.08,0.39,0.16,0.24,0,0,10.8,2.21,4.38,3.98,3.04,4.38,0.71,0.24,0.24,0,0.35,0.2,0.04,0,6.51,4.57,0.24,0.24,0.71,0,0.24,0,0.75,0,0,13.25
528,Reed,Senator,9-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,528,Reed,10,9,2,1,4836,20.23,36.1,69.4,41.98,7.44,4.09,0.33,2.19,0,0.72,0.85,3.35,8,8.5,6.14,0.83,4.59,1.7,1.47,12.16,4.84,0.89,2.05,0.77,0,5.62,0,0.1,0.17,7.28,2.19,5.09,0.66,3.18,0.74,15.98,2.4,2.96,1.39,2.67,1.24,1.3,3.85,2.3,0.62,0.14,0.12,0.21,0.41,0.12,0.21,0,0.08,9.9,1.18,5.96,2.67,3.04,3.66,0.54,0.14,0.66,0.25,0.83,0.02,0.02,0.04,5.77,4.43,0.14,0.08,0.17,0,0.6,0,1.99,0,0.06,13.23
529,Corzine,Senator,9-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,529,Corzine,10,9,2,1,1809,18.65,34.88,71.97,44.11,10.01,5.53,1.66,2.93,0.06,0.5,0.39,4.48,8.07,10.06,6.63,1.38,4.64,1.82,1.82,11.5,4.59,0.88,1.44,0.83,0,7.63,0,0.06,0.94,6.74,2.87,3.76,0.77,2.21,0.33,16.2,3.1,1.66,1.44,1.93,1.49,1.44,4.59,1.6,0.88,0.28,0.33,0.22,0.44,0.17,0.11,0,0.17,12.11,1.88,6.36,3.7,2.6,2.54,0.33,0,0.5,0.22,0.55,0,0.11,0.06,6.3,4.64,0.11,0.06,0.17,0,0.83,0,0.77,0,0.22,13.1
530,Inhofe,Senator,9-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,530,Inhofe,10,9,2,1,3045,16.92,26.21,75.99,49.46,13.23,7.82,1.77,2.89,0.23,1.97,0.95,5.42,7.91,15.21,8.6,3.58,7.62,1.08,2.73,11.43,2.92,1.58,1.81,0.66,0,10.61,0.03,0.26,0.85,4.93,2.59,2.23,0.46,1.12,0.2,14.61,2.56,1.48,1.35,1.54,1.05,1.22,4.4,1.9,1.94,0.2,1.44,0.3,0.56,0.36,0.13,0.07,0.03,13.04,1.54,6.34,4.89,2.76,2.1,0.13,0.23,0.23,0.16,0.3,0.1,0.1,0.03,6.34,4.47,0.53,0.07,0.79,0,0.3,0,0.92,0,0.07,13.46
402,Kennedy,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,402,Kennedy,10,10,2,1,6527,22.98,34.38,70.91,42.85,8.09,4.7,0.75,2.3,0,1.06,0.6,3.39,7.19,9.81,6.25,1.39,4.72,1.59,2.36,12.04,5.06,1.36,1.69,0.44,0,6.79,0.11,0.12,0.46,8.86,2.94,5.82,0.87,3.88,0.61,15.52,1.98,1.98,1.55,2.01,1.3,1.26,4.63,2.22,0.78,0.15,0.43,0.18,0.58,0.11,0.35,0.05,0.08,11.28,1.32,6.19,3.68,3.29,3.32,0.21,0.26,0.31,0.17,1.21,0.03,0.11,0.02,5.87,5.48,0.15,0.12,0.06,0,0.95,0,2.41,0.02,0.03,15.11
403,Lieberman,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,403,Lieberman,10,10,2,1,5804,18.97,30.51,72.19,46.92,10.41,5.69,1.9,2.39,0.21,0.93,0.26,4.72,8.03,11.35,7.34,1.46,7.01,1.22,2.43,11.96,5.17,0.95,1.57,0.81,0,6.96,0.03,0.21,0.65,5.51,2.17,3.27,0.53,2.27,0.21,16.23,2.38,2.48,1.57,2,1.31,1.4,4.77,2.08,0.9,0.24,0.53,0.09,0.5,0.16,0.29,0.02,0.03,10.68,1.77,5,3.65,2.88,2.88,0.22,0.1,0.34,0.24,0.53,0.09,0,0.05,5.72,6.37,0.17,0.19,0.38,0,0.5,0,2,0.02,0.05,15.42
404,McCain,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,404,McCain,10,10,2,1,5817,20.63,31.75,72.2,44.92,9.61,5.6,0.88,2.22,0.03,1.67,0.81,4.01,6.96,9.88,7,1.56,5.12,1.77,2.1,12.46,4.74,1.6,1.7,0.38,0,8.3,0.03,0.29,0.69,8.15,3.54,4.52,0.55,2.72,0.72,16.54,2.36,2.27,1.79,1.91,1.03,2.23,3.68,2.66,0.69,0.26,0.21,0.09,0.53,0.24,0.12,0.07,0.1,10.73,1.29,5.74,3.49,2.99,3.2,0.24,0.22,0.34,0.24,0.52,0.07,0.03,0,6.76,4.78,0.17,0.02,0.33,0,0.33,0,1.93,0,0,14.3
405,Biden,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,405,Biden,10,10,2,1,10185,19.97,21.96,84.19,56.4,13.3,7.25,2.23,2.24,0.22,1.82,0.75,6.06,8.73,14.16,9.35,2.41,7.82,2.01,2.6,14.05,5.75,1.91,1.97,0.69,0,9.03,0.01,0.33,0.64,6.29,2.41,3.82,0.4,2.41,0.37,18.91,2.41,2.68,2.73,2.3,1.88,1.02,5.18,3.02,1.38,0.35,0.77,0.21,0.35,0.11,0.17,0.05,0.03,11.4,1.77,5.61,3.74,3.44,3.07,0.11,0.27,0.61,0.26,0.61,0.08,0.09,0.05,5.65,5.27,0.3,0.21,0.29,0,0.35,0,1.64,0,0.09,13.8
406,Byrd,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,406,Byrd,10,10,2,1,12215,16.09,20.47,83.77,57.01,15.12,7.79,2.87,2.12,0.31,1.51,0.99,7.33,8.55,14.37,8.57,2.44,8.05,1.6,3.51,14.93,4.71,1.54,1.78,0.59,0.02,9.91,0.15,0.16,0.76,5.09,2.57,2.52,0.3,1.65,0.32,15.91,2.69,1.55,1.78,1.69,1.21,1.32,4.55,1.95,1.6,0.34,1.02,0.21,0.79,0.43,0.2,0.13,0.05,12.14,1.6,6.05,4.07,2.96,2.62,0.38,0.25,0.56,0.29,0.67,0.09,0.15,0,6.26,5.22,0.3,0.24,0.74,0.01,0.2,0,1.9,0,0.29,15.16
407,Warner,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,407,Warner,10,10,2,1,1861,19.19,30.74,73.29,48.04,11.12,5.64,2.79,1.5,0.05,0.81,0.48,5.48,8.97,10.26,6.66,2.26,5.27,1.02,2.1,13.65,4.3,1.24,1.67,0.27,0,5.7,0.11,0.59,0.32,4.62,2.36,2.26,0.16,1.72,0.27,13.76,2.63,1.88,1.13,1.34,1.29,1.02,3.39,1.67,0.91,0.21,0.48,0.16,0.48,0.21,0.11,0.16,0,11.61,1.5,5.1,4.73,3.39,4.19,0.32,0.21,0.27,0,0.59,0,0.16,0,5.86,6.56,0.27,0.27,0.05,0,0.05,0,0.64,0,0.05,13.76
408,Specter,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,408,Specter,10,10,2,1,3129,23.01,29.5,72.42,48.1,9.4,4.51,2.14,1.34,0.1,0.83,0.1,4.89,8.5,13.61,8.82,2.52,7.41,1.31,3,12.4,4.25,1.57,1.57,0.22,0,4.67,0.06,0.03,0.29,5.08,2.14,2.91,0.48,2.01,0.13,16.65,3.68,2.4,1.63,2.27,1.18,1.41,3.07,2.33,0.93,0.19,0.58,0.13,0.29,0.06,0.1,0.1,0.03,10.45,1.34,5.31,3.71,2.56,3.55,0.13,0.16,0.13,0.06,0.74,0.06,0.06,0.06,5.05,6.14,0.22,0.06,0.13,0,0.67,0,1.5,0,0.06,13.84
409,Lott,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,409,Lott,10,10,2,1,1087,15.31,22.54,78.84,50.6,12.24,7.91,2.39,2.85,0.46,1.38,0.83,4.32,6.53,17.2,9.94,4.78,8.74,1.29,3.68,11.22,5.34,0.64,2.12,0.74,0,9.02,0,0.09,0.37,4.97,3.22,1.75,0.18,0.83,0.09,18.95,2.39,2.58,1.29,1.84,2.21,0.46,6.99,1.56,1.29,0.28,0.83,0.18,0.28,0.09,0,0.09,0.09,13.62,3.04,5.52,4.6,2.39,3.68,0.37,0.09,0,0.09,0,0.18,0.09,0,7.73,6.81,0,0.09,0.09,0,0.09,0,0.55,0,0.18,15.55
410,Daschle,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,410,Daschle,10,10,2,1,2346,19.71,31.71,74.38,46.89,10.32,5.67,0.98,3.07,0,0.85,0.77,4.65,7.5,11.08,7.25,1.32,7.12,1.49,2.09,12.28,4.73,1.62,2,0.85,0,8.1,0.04,0.17,0.94,7.03,2.9,4.13,0.98,2.09,0.3,18.29,3.2,2.6,2.47,2.13,1.28,1.15,5.46,2.05,0.51,0.17,0.26,0.04,0.21,0.04,0.17,0,0,9.89,1.83,5.29,2.51,3.84,4.01,0.09,0.13,0.34,0.21,0.68,0.09,0,0,6.22,6.27,0.04,0,0.13,0,0.3,0,1.45,0,0,14.41
411,Dayton,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,411,Dayton,10,10,2,1,1546,18.63,29.11,76.58,50.26,12.48,5.76,2.01,2.46,0.06,0.65,0.58,6.73,6.34,13.39,8.47,2.26,6.4,2.46,3.69,12.94,6.02,1.62,1.55,0.26,0.06,6.47,0,0.06,0.52,5.17,2.98,2.2,0.39,1.29,0.39,18.11,3.82,2.59,1.81,2.72,1.36,0.84,4.27,2.98,1.1,0.39,0.58,0.13,0.78,0.45,0.19,0.13,0,10.87,1.36,4.53,4.92,2.59,2.98,0.26,0.19,0.32,0.45,0.97,0,0.06,0,6.02,7.5,0.19,0.26,0.52,0,0,0,2.01,0,0,16.49
412,Nickles,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,412,Nickles,10,10,2,1,565,14.12,24.96,75.93,50.62,13.63,6.9,3.19,2.65,0.35,0.35,0.35,6.73,8.32,14.69,7.61,5.13,4.96,0.71,2.48,12.04,4.25,1.77,2.48,0.35,0,8.32,0,0.18,0.53,2.3,1.77,0.53,0.35,0,0.35,18.58,3.72,3.01,1.06,1.42,2.12,0.35,5.49,2.3,3.54,0.18,3.36,0,0.18,0,0.18,0,0,13.45,3.89,5.84,3.72,1.06,1.77,0.18,0.35,0.35,0,0,0.18,0.18,0,10.27,5.49,0.35,0,0.18,0,0.53,0,1.24,0,0,18.05
413,Levin,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,413,Bingaman,10,10,2,1,865,24.71,31.45,74.68,46.13,10.17,5.43,1.85,2.31,0,1.04,0.23,4.74,6.36,11.79,7.75,1.5,6.47,1.5,2.54,13.41,4.62,1.39,1.39,0.46,0,6.24,0,0,0.35,6.13,2.31,3.82,0.35,3.24,0.12,16.42,2.89,3.47,1.27,1.97,1.39,0.69,3.47,2.89,0.69,0.35,0.35,0,0,0,0,0,0,12.37,1.85,5.55,4.74,4.51,5.9,0,0,0.46,0.12,0.69,0,0.23,0,4.74,6.13,0.35,0,0,0,0.12,0,0.46,0,0,11.79
414,Bingaman,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,413,Levin,10,10,2,1,3226,23.38,30.97,75.64,49.26,11.31,5.95,1.36,3.35,0.28,0.46,0.5,5.36,8.21,11.41,7.72,0.99,7.04,1.67,2.73,11.9,5.15,1.89,1.86,0.31,0,7.87,0,0.19,0.19,6.23,2.05,4.15,0.46,2.91,0.4,20.61,3.01,3.07,2.76,2.23,1.49,2.29,4.99,3.22,0.93,0.09,0.81,0.03,0.19,0.06,0.12,0,0,10.79,1.83,5.61,3.13,2.29,2.91,0.03,0.03,0.09,0,0.25,0.12,0.09,0.03,7.13,6.23,0.34,0.34,0.22,0,1.12,0,1.92,0.06,0,17.42
427,Boxer,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,427,Boxer,10,10,2,1,1192,15.48,27.85,76.26,48.66,12.58,6.29,2.18,1.85,0.25,1.34,0.67,6.29,8.47,14.35,8.31,1.93,8.98,2.01,3.27,10.15,4.11,2.18,0.84,0.42,0,8.22,0.25,0,0.92,5.29,2.18,3.02,0.34,1.76,0.76,16.36,3.52,2.01,2.43,2.85,1.17,1.26,3.19,2.85,1.09,0.59,0.34,0.08,0.59,0.34,0.08,0.17,0,10.99,2.85,4.53,3.19,2.94,2.18,0.17,0.17,0.34,0.08,0.67,0.08,0,0,7.05,5.45,0.25,0.25,0.92,0,0.42,0,0.5,0,0,14.85
428,Sarbanes,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,428,Sarbanes,10,10,2,1,770,23.33,31.3,75.45,50.91,13.51,5.97,3.38,0.65,0.26,1.43,0.26,7.53,7.4,11.82,7.27,2.34,7.27,0.78,2.73,13.77,5.45,0.65,1.04,1.04,0,5.97,0,0.52,0.39,3.64,1.95,1.56,0,1.3,0,15.84,3.38,2.6,2.08,1.95,1.04,0.78,3.51,1.95,0.78,0.13,0.65,0,1.04,0,0.52,0.52,0,9.22,1.82,3.51,3.77,2.21,3.9,0.39,0.39,0.13,0,0.65,0,0.13,0,4.42,5.58,0.78,0.26,0.91,0,1.04,0,1.95,0,0,14.94
429,Feingold,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,429,Feingold,10,10,2,1,142,23.67,42.96,68.31,39.44,8.45,4.93,4.93,0,0,0,0,3.52,4.23,6.34,4.23,0.7,4.93,0.7,0.7,14.08,2.82,3.52,2.82,0,0,6.34,0,0.7,1.41,7.04,4.23,2.82,0.7,2.11,0,18.31,5.63,1.41,1.41,3.52,0.7,3.52,1.41,3.52,0,0,0,0,0,0,0,0,0,9.86,1.41,7.75,0.7,4.23,3.52,0,0.7,0,0,0,0,0,0,4.23,2.11,0,0,0,0,0,0,2.11,0,0,8.45
430,Corzine,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,430,Corzine,10,10,2,1,358,19.89,41.06,67.04,40.78,6.98,5.31,1.96,2.79,0.28,0,0.28,1.68,8.66,4.75,1.96,0.56,3.63,0,2.79,12.29,7.82,1.12,1.12,0,0,6.42,0,0.28,0.28,7.54,4.19,3.35,0.56,2.51,0,15.36,1.4,0.84,1.4,2.79,0.56,1.96,6.15,2.79,0.84,0,0.28,0.56,0,0,0,0,0,14.8,2.79,7.82,3.63,1.96,2.23,0,0.28,0.56,0,0.28,0,0,0,5.87,5.03,0,0,0,0,1.4,0,0.84,0,0,13.13
431,Akaka,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,431,Akaka,10,10,2,1,2333,21.6,35.62,69.14,42.99,7.33,3.51,0.43,2.06,0,0.51,0.51,3.81,8.02,9.43,6.56,1.16,4.89,1.46,1.93,12.17,4.71,0.94,2.14,1.03,0,5.57,0.04,0.17,0.56,7.07,2.49,4.54,0.3,3.51,0.17,13.97,1.37,1.89,1.54,1.84,1.71,1.24,3.86,1.93,0.43,0.17,0.17,0.04,0.47,0.13,0.3,0,0.04,10.42,1.03,5.7,3.43,4.33,3.3,0.21,0.26,0.86,0,1.37,0.04,0.04,0,5.74,5.06,0.09,0.13,0.26,0,0.9,0,3.56,0.04,0.34,16.16
432,Jeffords,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Republican,432,Jeffords,10,10,2,1,721,16.39,34.26,72.95,40.5,6.8,3.61,0.69,2.91,0,0,0,3.19,10.4,7.35,4.58,0.42,5.69,0.69,2.22,11.1,4.58,0.14,2.22,0.55,0,6.1,0,0.97,1.11,8.88,5.13,3.74,0.14,2.08,0.55,14.98,2.77,1.66,2.5,1.66,0.69,1.66,5.13,0.83,0.69,0.28,0.14,0.28,0.69,0.28,0.28,0,0.14,13.31,1.94,7.49,3.33,4.16,6.66,0.14,0,0.42,0,0.83,0,0,0,9.15,3.33,0,0,0,0,0.42,0,0.69,0,0,13.59
433,Durbin,Senator,10-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,433,Durbin,10,10,2,1,5643,17.15,25.59,78.15,51.85,13.61,7.27,2.04,3.74,0.5,0.55,0.44,6.34,8.36,12.56,8.2,2.5,7.66,0.99,2.55,12.48,4.87,1.49,1.59,0.64,0,9.43,0.12,0.25,0.5,5.97,2.27,3.69,0.57,2.46,0.19,16.06,2.3,1.9,1.65,1.81,1.13,0.64,5.4,2.55,1.84,0.44,1.17,0.21,0.18,0.07,0.09,0,0.02,13.01,2.2,6.82,3.88,2.59,2.76,0.14,0.27,0.21,0.05,0.78,0.09,0.07,0,6.52,5.72,0.35,0.12,0.51,0,0.23,0,1.12,0,0.04,14.62
434,Reid,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,434,Reid,10,10,2,1,513,12.21,23.59,75.83,55.56,17.54,9.94,3.31,2.34,0.19,2.14,1.95,7.6,7.41,16.18,11.5,6.43,7.41,1.36,2.34,11.11,1.56,2.92,2.73,0.39,0,10.92,0,0.39,0.19,2.73,1.95,0.78,0.19,0,0.39,13.45,1.95,0.97,1.95,2.14,1.17,0,4.09,2.14,0.97,0.39,0.39,0.19,0.19,0.19,0,0,0,10.72,0.58,2.92,7.21,1.56,2.73,0,0,0.39,0,0,0.19,0.39,0.19,8.58,5.07,0.19,0.19,0,0,0.58,0,1.56,0,0,16.18
435,Cochran,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,435,Cochran,10,10,2,1,196,24.5,41.33,68.37,45.92,9.69,7.14,2.55,4.08,0,0.51,0,2.55,10.2,11.22,8.16,0.51,7.14,1.53,2.04,11.73,4.08,0.51,1.02,0,0,8.67,0,0.51,1.02,8.16,4.59,3.57,0,3.06,0,13.78,3.06,0.51,1.53,0,1.53,1.53,5.61,0,0,0,0,0,0.51,0,0.51,0,0,8.16,0.51,6.12,1.02,2.04,1.53,0,0,0,0,0,0,0,0,4.59,4.59,0.51,0,0,0,1.02,0,0.51,0,0,11.22
436,Kyl,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,436,Kyl,10,10,2,1,833,18.51,27.01,76.11,52.22,14.77,7.68,1.92,3.36,0,1.32,1.08,7.08,5.52,15.97,10.32,3.84,10.2,0.84,3.36,12,5.76,2.52,1.32,0.12,0,9.12,0,0.12,0.36,5.88,2.52,3.36,0.12,2.52,0.12,16.81,3.36,1.44,1.32,2.04,1.44,0.72,4.08,3.6,1.08,0,0.96,0.12,0.48,0.12,0,0,0.36,10.2,1.56,3.48,5.16,2.04,2.28,0,0.12,0.48,0,0.36,0.24,0.12,0,5.04,6.48,0.36,0.12,0.48,0,0,0,0.36,0,0,12.85
463,Gramm,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,463,Gramm,10,10,2,1,544,14.32,18.57,84.01,58.64,18.2,12.32,3.31,4.78,1.84,1.1,1.29,5.88,6.99,18.01,11.95,1.1,13.97,1.47,2.39,10.85,6.25,1.65,1.29,0.55,0,14.71,0.18,0.37,0.55,6.8,2.39,3.12,0.74,1.65,0.92,18.93,2.57,1.47,2.02,1.84,0.37,2.21,7.72,2.76,2.02,0.55,1.47,0,0.37,0,0,0,0.37,10.11,2.76,5.33,2.02,2.39,2.57,0.55,0.18,0,0,0.18,0,0,0,8.46,3.12,0,0,0,0,0,0,0.74,0,0,12.32
464,"Clinton, H. ",Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,464,H,Clinton,10,10,1,2217,21.52,32.57,73.43,44.84,9.43,5.23,1.4,2.03,0,1.49,0.32,4.19,6.59,10.46,6.27,1.62,5.73,1.53,3.02,11.59,6.45,0.95,2.17,0.68,0.05,6.63,0.05,0,0.81,8.03,3.7,4.24,0.63,2.48,0.45,18.63,2.07,2.93,2.17,2.44,1.58,1.94,5.59,1.62,0.72,0.27,0.23,0.18,0.32,0.09,0.14,0.09,0,11.91,1.85,6.27,3.61,3.38,4.1,0.23,0.18,0.27,0.32,0.54,0.05,0.14,0,4.87,7.31,0.14,0.18,0.14,0,0.27,0,0.45,0,0,13.35
465,Dewine,Senator,10-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,465,DeWine,10,10,2,1,3172,16.61,28.91,75.63,47.95,11.19,6.34,1.58,2.93,0.13,1.26,0.44,4.85,6.53,12.36,8.1,2.11,7.09,1.45,3.4,11.76,5.36,1.45,1.99,0.63,0.03,8.32,0.06,0.25,0.73,5.83,2.33,3.5,0.63,1.89,0.28,17.75,2.99,2.52,1.77,1.29,1.8,0.76,5.64,1.99,0.98,0.25,0.47,0.22,0.54,0.28,0.09,0.06,0.16,11.19,2.02,5.42,3.66,3.28,3.72,0.16,0.32,0.82,0.28,0.88,0.13,0.09,0.03,6.56,6.56,0.19,0.22,0.66,0,0.22,0,0.98,0,0.03,15.42
