ID NO,Name,Title,Date,Venue,Region,Oppose/Support,,Party Affiliation,ID,Name,Month,Day,Year,Segment,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,AllPct
105,Edwards,Senator,12-Sep-02,Senate,Iraq,1,H.J. Res 114,Democrat,105,Edwards,9,12,2,1,1198,20.31,32.97,74.12,44.91,9.52,5.59,0.58,3.01,0,0.92,1.09,3.92,8.1,10.27,7.1,0.83,5.43,2.25,1.59,11.85,5.01,0.83,2.67,0.58,0,8.6,0.08,0.17,0.5,9.77,4.84,4.92,0.92,3.17,0.08,18.78,2,1.59,2.67,1.67,3.34,2,6.51,1.09,0.25,0,0,0.25,0,0,0,0,0,9.85,1.34,5.59,2.84,2.67,2.75,0.33,0.33,0.33,0.08,0.33,0,0,0.08,5.93,4.84,0.08,0.17,0,0,1,0,1,0,0.08,13.11
280,Lieberman,Senator,13-Sep-02,Senate,Iraq,1,H.J. Res 114,Democrat,280,Lieberman,9,13,2,1,1442,24.03,31.14,71.36,43.34,8.6,5.34,1.32,1.87,0,1.6,0.55,3.26,6.52,9.15,5.55,1.8,3.95,1.39,1.53,13.52,6.03,0.83,1.53,0.42,0,7.28,0.07,0.35,0.9,7.21,3.47,3.68,0.55,2.57,0.28,15.4,2.01,2.01,1.04,1.6,1.8,1.46,5.27,1.8,0.55,0.14,0.42,0,0.49,0.14,0.35,0,0,14.98,2.08,6.93,5.89,2.91,4.02,0.35,0.42,0.28,0.21,0.42,0,0.07,0.14,5.34,8.04,0.14,0,0,0,0.42,0,2.57,0,0,16.5
44,Byrd,Senator,20-Sep-02,Senate,Iraq,0,H.J. Res 114,Democrat,44,Byrd,9,20,2,1,2336,15.17,30.18,72.6,45.38,8.9,3.64,0.98,0.98,0.26,0.98,0.43,5.27,9.03,12.76,7.71,1.84,6.93,1.46,2.14,11.86,3.68,0.98,1.63,0.94,0,6.89,0.09,0,0.98,4.11,1.58,2.53,0.21,1.93,0.13,13.74,2.44,1.88,1.63,2.14,1.41,0.86,3.08,2.01,2.14,0.56,1.07,0.26,0.6,0.21,0.09,0,0.3,11,1.11,5.65,3.68,4.15,3.08,0.34,0.6,0.47,0,0.56,0.09,0.17,0,6.04,6.04,0.77,0.09,1.63,0.04,0.34,0,3,0,0.77,18.71
385,Nelson,Senator,20-Sep-02,Senate,Iraq,1,H.J. Res 114,Democrat,385,Nelson,9,20,2,1,1435,22.42,28.5,75.26,51.22,9.97,4.95,1.81,2.44,0,0.21,0.49,5.02,9.69,11.43,8.57,1.46,5.92,1.67,3.21,14.22,5.44,0.35,1.18,0.7,0,6.13,0,0.21,0.35,4.81,2.44,2.37,0.28,1.46,0.21,13.66,1.88,1.67,1.46,1.95,1.39,1.6,4.25,1.05,0.56,0.21,0.14,0.14,1.25,0.49,0.28,0.49,0,11.57,2.23,6.34,2.79,2.72,2.44,0.14,0.21,0.56,0.07,0.7,0.14,0.14,0.07,3.69,5.99,0.21,0.14,1.05,0,0.28,0,0.07,0,0.07,11.5
386,Byrd,Senator,20-Sep-02,Senate,Iraq,0,H.J. Res 114,Democrat,386,Byrd,9,20,2,1,1412,14.56,26.35,77.41,52.55,10.34,4.82,2.34,0.78,0.42,0.64,0.64,5.52,10.2,12.68,9.56,1.49,7.65,1.27,2.41,12.68,4.46,1.84,2.41,0.28,0,6.23,0,0.07,0.71,3.54,2.27,1.2,0.14,0.78,0.07,12.32,0.78,0.42,0.85,1.35,2.2,1.27,4.11,1.91,1.63,0.28,1.06,0.28,0.85,0.57,0.21,0.07,0,11.54,1.91,4.89,4.53,4.18,3.12,0.21,0.64,1.7,0,0.64,0.21,0.07,0.07,6.44,6.3,0.57,0.14,1.06,0,0.14,0,3.05,0,0,17.71
263,Kyl,Senator,23-Sep-02,Senate,Iraq,1,H.J. Res 114,Republican,263,Kyl,9,23,2,1,388,27.71,28.87,77.32,50.77,10.31,5.41,3.61,1.29,0,0.52,0,4.9,9.28,12.89,7.99,2.06,6.44,2.58,1.8,12.89,4.12,2.32,1.8,0.77,0,7.22,0,0.26,1.29,3.35,1.8,1.55,0.52,0.52,0.26,16.24,3.09,0.77,3.35,2.06,0.52,0.77,3.87,2.84,1.03,0.77,0.26,0,0.26,0.26,0,0,0,11.6,1.8,5.67,3.87,2.32,4.38,0.26,0.52,0,0,0,0,0,0,4.9,3.35,0,0,0.26,0,0,0,0.52,0,0,9.02
212,Feinstein,Senator,25-Sep-02,Senate,Iraq,1,H.J. Res 114,Democrat,212,Feinstein,9,25,2,1,2067,16.15,27.96,74.89,48.91,10.84,5.37,1.11,2.71,0.15,0.97,0.44,5.47,6.43,11.8,8.22,1.06,6.82,2.23,2.9,11.9,6.19,1.94,1.98,0.58,0,7.79,0,0.15,0.77,6.43,2.56,3.82,0.39,2.71,0.34,18.58,2.08,2.32,2.52,2.61,1.89,1.26,5.76,2.71,0.53,0.24,0.15,0.15,0.34,0.15,0.19,0,0,12.68,1.79,7.01,3.63,2.52,2.66,0.34,0.15,0.19,0.24,1.26,0.05,0.05,0.05,5.81,6,0.15,0.24,0.77,0,0.87,0,0.29,0,0,14.13
45,Byrd,Senator,26-Sep-02,Senate,Iraq,0,H.J. Res 114,Democrat,45,Byrd,9,26,2,1,2066,18.95,34.56,69.94,43.42,7.41,3.39,1.11,1.31,0.1,0.48,0.39,4.02,9.49,10.5,6.78,2.61,4.89,1.06,2.61,11.33,4.4,1.16,1.4,0.29,0,5.66,0.15,0.19,0.15,4.74,1.31,3.44,0.58,2.71,0,15.05,2.71,1.4,1.21,1.98,0.73,1.31,4.65,1.65,1.02,0.15,0.58,0.15,1.26,0.29,0.92,0,0.05,9.68,1.26,4.21,4.07,5.32,2.08,0.34,0.05,0.19,0.24,0.68,0.05,0,0,6.63,4.6,0.29,0,0.58,0,0.82,0,1.5,0,0,14.42
184,Feingold,Senator,26-Sep-02,Senate,Iraq,0,H.J. Res 114,Democrat,184,Feingold,9,26,2,1,1469,19.85,30.7,75.29,47.04,9.6,4.08,1.23,2.11,0,0.2,0.48,5.51,7.96,10.62,7.9,0.75,6.88,1.84,2.31,12.32,4.15,1.43,2.59,0.41,0,6.26,0,0.07,0.48,6.94,2.93,3.88,0.48,2.38,0.34,17.9,2.31,2.59,1.7,3.27,1.36,1.84,4.08,2.79,0.88,0.41,0.34,0.07,0.48,0.27,0.14,0,0.07,11.16,1.84,7.22,2.18,2.79,3,0.34,0.27,0.07,0.07,0.14,0.07,0,0.2,4.63,4.22,0.14,0.07,0.95,0,0.75,0,1.84,0,0,12.59
4,Bayh,Senator,2-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,4,Bayh,10,2,2,1,325,18.06,29.54,79.38,48.62,12.62,8.31,3.38,3.38,0,0.92,0.62,4.31,6.77,12.62,8,0.31,10.46,0.92,1.85,12.62,4.62,1.54,1.54,0.62,0,7.38,0,0.92,0.31,7.08,3.38,3.69,0.62,1.85,0.62,20,0.92,4.92,2.77,2.46,1.85,1.85,5.23,3.08,0.62,0,0.31,0.31,0.62,0.31,0.31,0,0,8,2.15,4.62,1.23,4.62,4,0,0,0.31,0,0.31,0,0.31,0,5.54,6.77,0,0,0,0,0.31,0,0,0,0,12.62
5,McCain,Senator,2-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,5,McCain,10,2,2,1,852,27.48,34.15,75.47,46.01,9.04,6.57,2.11,2.11,0,2,0.35,2.46,8.8,9.86,6.57,2.11,5.87,1.29,2.35,13.03,4.34,0.82,1.64,1.06,0,8.69,0,0.7,0.82,7.16,3.64,3.52,0.23,2.58,0.23,17.25,2.46,2.23,0.7,1.06,2.35,2.35,5.05,1.29,0.82,0,0.59,0.23,0.12,0,0,0.12,0,10.21,1.76,5.63,2.82,5.28,5.05,0.35,0.12,0.23,0.12,0.94,0.12,0.12,0,4.23,4.46,0,0,0,0,0,0,1.76,0,0,10.45
281,Lieberman,Senator,2-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,281,Lieberman,10,2,2,1,572,28.6,30.24,73.6,46.85,8.22,4.2,1.57,1.05,0,1.05,0.52,4.02,8.92,8.74,5.77,1.05,5.59,1.05,1.75,15.38,6.29,0.87,1.75,0,0,5.77,0,0.52,0.87,7.69,4.9,2.45,0.17,1.75,0,15.03,3.15,1.57,1.22,1.57,1.57,1.75,4.37,1.4,0.35,0,0.17,0.17,0.17,0.17,0,0,0,14.34,1.57,8.04,4.02,1.75,2.62,0.52,0,0,0,0.52,0.17,0,0,4.55,5.07,0,0,0,0,0.17,0,0.35,0,0,10.14
282,Warner,Senator,2-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,282,Warner,10,2,2,1,332,23.71,32.23,74.1,49.4,12.35,8.13,3.92,3.31,0,0.9,0,4.22,8.43,6.93,5.42,1.2,3.92,0.6,3.31,12.65,6.33,0,1.81,0.6,0,7.83,0,1.81,0.3,6.02,4.52,1.51,0.3,0.9,0,15.66,2.71,2.41,0.6,1.2,1.2,0.6,6.63,0.3,0.3,0,0.3,0,0.3,0.3,0,0,0,11.14,2.41,5.72,2.71,7.83,7.83,0.3,0.3,0,0,0,0,0,0,5.72,8.13,0,0,0,0,0,0,0.3,0,0,14.16
314,Miller,Senator,3-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,314,Miller,10,3,2,1,429,14.79,17.72,80.65,55.71,18.65,13.05,9.09,0.47,1.63,0,1.86,5.59,8.16,13.75,8.39,4.43,6.76,0.47,3.26,8.39,5.36,1.4,3.5,0.7,0,8.86,0.93,0.23,0.23,5.13,2.1,3.03,0.47,2.56,0,15.15,2.56,0.7,1.63,2.8,1.63,0.7,3.03,2.33,1.4,0.93,0.47,0,1.4,0.7,0.47,0.23,0,9.79,1.17,4.2,4.66,1.17,0.93,1.4,1.86,0.23,0,1.63,0,0,0,6.53,5.59,0,0,0.23,0,0.23,0,0.47,0,0,13.05
391,Nickles,Senator,3-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,391,Nickles,10,3,2,1,476,17.63,33.19,73.74,44.33,12.39,7.14,2.73,2.52,0,0.63,1.26,5.25,6.09,13.03,6.93,1.89,8.4,1.05,1.89,10.71,3.57,1.89,1.26,0.63,0,8.19,0,0.42,0.84,5.25,2.1,2.94,0.84,1.05,0.42,18.07,5.25,1.26,1.47,1.68,1.05,0.63,5.25,2.73,2.52,0.42,1.89,0.21,0.42,0.21,0.21,0,0,11.55,2.1,5.88,3.99,5.88,3.99,0.42,0.21,0,0,0,0.21,0,0.21,7.35,6.93,0.21,0,0,0,0.21,0,1.26,0,0,15.97
455,Wellstone,Senator,3-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,455,Wellstone,10,3,2,1,1687,20.83,31.48,71.78,44.69,8.71,4.74,1.84,2.25,0,0.36,0.3,3.97,7.17,10.37,7.59,1.24,4.92,2.02,2.19,13.93,4.27,0.71,1.07,0.36,0,5.33,0.18,0.12,0.3,7.41,2.79,4.62,0.83,2.49,0.95,15.83,2.49,2.31,2.55,1.42,1.19,0.95,4.86,1.07,0.47,0.12,0.18,0.18,0.41,0.18,0.06,0,0.18,12.09,1.66,6.94,3.26,3.02,3.44,0.18,0.3,0.47,0,0.83,0,0,0,6.58,6.52,0.12,0.24,0.12,0,1.24,0,0.59,0,0,15.41
241,Specter,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,241,Specter,10,7,2,1,1738,24.48,28.71,69.85,46.66,6.85,3.57,1.61,1.27,0,0.52,0.17,3.28,9.49,11.39,8.29,1.61,5.41,1.5,3.11,13.69,5.01,1.15,1.67,0.17,0,4.03,0,0.12,0.12,4.14,1.5,2.65,0.17,1.73,0.17,14.15,1.78,2.19,1.96,2.42,0.86,0.98,3.74,2.19,0.63,0.29,0.17,0.12,0.35,0.06,0.12,0,0.17,13.52,1.44,6.96,4.32,2.24,2.93,0,0.12,0.12,0.35,0.92,0,0,0.17,5.47,7.13,0.12,0.12,0.29,0,0.23,0,0.23,0,0.06,13.64
242,Kennedy,Senator,7-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,242,Kennedy,10,7,2,1,1302,19.43,37.25,70.51,41.4,7.76,3.15,0.31,2.3,0.08,0.31,0.15,4.61,7.37,7.6,5.38,2.07,3.15,1.38,3.3,11.67,5.15,0.92,1.84,0.31,0,4.69,0,0.08,0.15,8.29,2.53,5.76,0.38,3.92,1,16.36,1.77,1.61,1.38,1.69,1.15,3.69,3.99,2,1.38,0.31,0.46,0.77,0.38,0.23,0.15,0,0,13.13,1.77,6.99,4.38,2.61,2.69,0.38,0,0,0.31,1.31,0,0.08,0.08,6.14,4.76,0.08,0,0,0,0.84,0,3.46,0.08,0,15.44
355,Byrd,Senator,7-Oct-02,Senate,Iraq,0,H.J. Res 114,Democrat,355,Byrd,10,7,2,1,1798,15.63,27.98,76.97,49.56,9.23,5.06,0.22,2.95,0,1.22,0.67,4.17,8.4,12.24,8.29,0.89,7.12,2.39,3.67,13.4,4.67,1.28,2.45,0.89,0,9.23,0.11,0.06,0.61,4.84,1.39,3.45,0.44,2.56,0.22,17.52,2.39,2.95,1.89,2.95,1.33,0.89,4.78,2.56,1.56,0.17,0.78,0.61,0.56,0.28,0.28,0,0,12.07,1.5,6.06,4.23,3.73,3.17,0.39,0.28,1.17,0,1.5,0,0.11,0.06,3.39,3.5,0.28,0.06,3.45,0,0.44,0,0.61,0,0.44,12.18
356,Warner,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,356,Warner,10,7,2,1,4209,20.33,28.77,74.86,49.63,12.02,7.22,3.87,1.78,0.24,0.97,0.36,4.8,8.05,11.14,6.72,1.95,6.39,0.78,3.52,13.02,5.3,0.78,1.62,0.45,0,6.94,0,0.93,0.59,4.59,3.06,1.52,0.12,1.05,0.1,14.85,2.9,1.57,1.19,2.09,1.31,0.74,4.63,1.83,1.28,0.38,0.67,0.17,0.64,0.31,0.17,0.19,0,12.66,1.57,6.96,4.04,3.99,2.73,0.29,0.07,0.19,0.1,0.14,0.1,0.12,0,5.01,7.65,0.26,0.55,0.31,0,0.21,0,0.62,0,0.02,14.64
357,Cleland,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,357,Cleland,10,7,2,1,1432,21.7,28.63,75.91,48.32,12.99,7.4,2.37,3.14,0,0.77,1.12,5.59,7.82,10.82,5.8,1.33,7.4,0.56,2.65,12.5,5.1,0.84,1.12,1.47,0,8.1,0.07,0.35,0.28,6.15,2.86,3.28,0.14,3,0.07,17.04,2.44,2.65,0.98,1.68,1.4,1.75,5.52,1.68,0.7,0.21,0.42,0.07,0.98,0.49,0.42,0.07,0,11.03,1.47,6.56,2.37,3.14,1.89,0.21,0.35,1.33,0,0.56,0.07,0.07,0,5.24,5.8,0.07,0,0.42,0,0.28,0,1.47,0,0.21,13.48
358,Bennett,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,358,Bennett,10,7,2,1,1972,22.93,24.9,79.61,53.25,13.44,6.85,2.64,2.23,0.05,1.52,0.41,6.59,8.22,13.13,9.13,3.6,5.73,2.03,4.11,11.26,5.58,0.91,2.38,0.56,0.05,8.62,0.05,0.2,0.51,3.8,2.28,1.47,0.05,0.96,0.1,18.61,3.5,2.48,1.37,2.54,2.13,0.91,5.12,2.03,1.98,0.76,0.91,0.25,0.91,0.61,0.15,0.05,0.15,12.02,1.32,6.29,4.01,3.25,2.94,0.2,0.35,0.15,0.05,0.3,0.15,0,0,4.36,4.56,0.81,0.35,0.2,0,0.46,0,1.83,0,0,12.58
359,Kyl,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,359,Kyl,10,7,2,1,3588,19.82,31.49,72.69,46.1,9.53,4.71,0.72,2.56,0.03,0.89,0.5,4.82,6.8,10.98,7.72,1.25,6.44,1.39,3.12,11.98,4.79,1.37,1.84,0.67,0,6.66,0.03,0.06,0.5,6.19,2.15,3.99,0.64,2.79,0.25,17,2.29,2.93,1.62,2.12,1.51,1.53,4.6,1.92,0.89,0.08,0.33,0.31,0.61,0.36,0.06,0.06,0.14,11.9,2.12,5.18,4.52,2.62,2.68,0.25,0.08,0.36,0.11,0.36,0.11,0.03,0.14,6.69,6.44,0.22,0.11,0.14,0,0.61,0,2.48,0.08,0.03,16.89
360,Domenici,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,360,Domenici,10,7,2,1,175,21.88,21.14,80.57,56.57,14.86,9.71,5.71,2.86,0,1.14,0,5.14,7.43,16,9.14,1.14,11.43,1.71,3.43,16.57,4.57,1.14,4.57,0,0,8.57,0,0,0,4.57,0.57,4,0.57,2.86,0,18.86,4.57,2.86,1.14,3.43,0.57,0.57,5.14,2.86,1.14,0.57,0.57,0,0,0,0,0,0,8,0.57,5.14,2.29,1.14,1.71,0.57,0,0,0,1.71,0,0,0,2.86,4,0.57,0,2.29,0,0,0,0,0,0,9.71
361,Allen,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,361,Allen,10,7,2,1,2284,22.39,35.46,72.59,45.58,8.8,5.04,1.66,2.15,0,0.74,0.48,3.77,8.1,9.41,6.39,0.48,6.39,1.23,2.5,11.69,6.61,1.01,2.1,0.39,0,6.79,0.09,0.09,0.74,6.09,3.42,2.67,0.53,1.31,0.35,17.78,3.37,2.36,1.4,1.49,1.75,1.44,5.47,2.06,0.61,0.18,0.26,0.04,0.53,0.31,0.13,0.09,0,10.16,1.49,5.56,2.76,3.33,3.81,0.61,0.09,0.22,0.13,0.26,0.13,0.13,0,5.6,5.52,0.09,0.09,0.09,0,0.31,0,0.74,0,0.04,12.48
362,Stevens,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,362,Stevens,10,7,2,1,2341,15.71,27.13,75.65,49.42,12.6,7.56,1.71,3.25,0.21,1.58,0.81,5.04,6.88,12.6,8.76,2.65,7.22,1.5,3.03,11.66,4.7,1.03,1.96,0.73,0.04,8.63,0.09,0.09,0.51,6.54,2.09,4.27,0.51,2.99,0.26,15.34,1.96,2.01,1.67,1.84,1.96,0.9,5.08,1.71,0.73,0.3,0.21,0.13,0.51,0.34,0.13,0.04,0,14.52,1.92,7.22,5,2.39,2.14,0.17,0.3,0.3,0.09,0.81,0.17,0.09,0.04,7.01,3.67,0.26,0,0.43,0,0.38,0,1.03,0,0,12.77
363,Hatch,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Republican,363,Hatch,10,7,2,1,3082,21.86,31.73,74.79,47.83,10.22,6.26,1.62,2.76,0.16,1.07,0.65,3.96,7.4,10.71,7.4,1.85,5.55,1.72,2.08,13.08,5.55,1.46,2.11,0.36,0,8.27,0.06,0.13,0.88,6.13,2.47,3.57,0.58,2.34,0.36,16.94,2.69,2.04,1.82,1.62,1.98,1.3,5.39,1.98,0.45,0.1,0.32,0,0.32,0.16,0.13,0.03,0,12.01,1.14,6,4.64,3.41,2.63,0.19,0.1,0.42,0.52,0.32,0.13,0.06,0,5.52,5.87,0.1,0.32,0.06,0,0.45,0,1.27,0,0,13.6
364,Nelson,Senator,7-Oct-02,Senate,Iraq,1,H.J. Res 114,Democrat,364,Nelson,10,7,2,1,2583,19.87,32.29,71.27,44.17,9.25,5.15,1.32,2.01,0.04,1.24,0.54,4.1,7.55,9.45,6.27,1.63,4.96,1.66,2.05,12.93,5.11,0.81,1.59,0.35,0,7.08,0.35,0.23,0.58,7.01,3.37,3.56,0.23,2.63,0.58,15.56,2.05,1.97,1.7,1.05,1.86,1.7,5.42,1.36,0.77,0.15,0.39,0.15,0.46,0.19,0.15,0.12,0.04,11.81,1.82,6.35,3.21,3.45,3.52,0.15,0.23,0.35,0.08,0.7,0,0.04,0.08,6.19,4.34,0.04,0.12,0,0,0.62,0,1.2,0,0,12.5
